Comment,Label
 how are you gonna get them? I got bitten,Negative
" I`m so sad I missed your calling time, I got home from practice too late",Negative
 im jealous.  im slaving away at the store and youre chilling on the boat.,Negative
  we get so bored with routine.. lol!,Neutral
What does 'drink responsibly' mean to you? Please share a tip (or two if you`re drunk right now  ),Neutral
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong,Negative
" ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",Negative
Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,Neutral
I feel sorry for my bestie  good luck ali!,Neutral
  I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,Neutral
putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,Positive
Oh gosh how I want the party to be over and done with already.,Neutral
Ive totally not got that job  i can just tell.,Neutral
Just snappy`s delivered some tea and ice cream. I love my sister.,Positive
 eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol,Neutral
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,Positive
 YEP  it`ll be awesome to the max =] haha,Positive
"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",Negative
too sick for rigging tomorrow.,Negative
Have to go to the dreaded DMV tomorrow,Negative
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",Negative
 How are you?,Neutral
 - That Jasper clip is my first 'favorite' Twitter message.,Neutral
 Hey! r u back in La right now?What was ur favorite part bout Europe? I`ve never been out of the country xcept Canada  XO Jenna,Negative
@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?,Neutral
 I wish I could have time for my xbox  project all tied,Positive
  your right.... How was your trip,Neutral
_ember yay! thanks.  cover-i sad ang alist please. ),Neutral
 Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,Positive
Gutted. The kitchen is empty literally EMPTY. No even kidding. I`m so hungry,Negative
"  Darn, I thought you meant White Sox.",Neutral
_jtv WHAT! I was only gone for 30 minutes and you`re already showing boobage without me?,Negative
"  I just got through doing my work now I can take the whole day off, its great being your own boss",Positive
"  poor you lmao, just stick your head out the window!",Negative
 etherreal WAS my main preoccupation. Now it`s EtherREAL`s preoccupation... humm... me ? schizophrenic ?,Negative
 dohh! is it old? I had never heard it.. I`m so last year..,Negative
 Instrumentalists like to give singers a hard time. But the vocalist`s job is the toughest when he/she is sick.,Negative
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,Positive
I miss matt today,Negative
"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",Neutral
Feeling tempted by high volume of jeeps to start an 'acura wave'. Me too!,Neutral
" Inorite, humid as well",Neutral
Heading back home with a win!,Positive
my stomach hurts,Negative
 good luck in the pressure test! don`t worry everything will be great,Positive
 I really wish I could,Positive
I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,Negative
 i cant,Neutral
" Yes, maybe, but for today, I write",Neutral
 noticed that yesterday too...i`m actually really happy about that  #StarTrek,Positive
 ....back to a frizz head again,Neutral
"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",Positive
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,Positive
i had walkathon this morning.  and i`m among the first who arrived at the finishing line!,Neutral
"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",Positive
" Thank ye, Vaneta.  Much appreciated",Positive
 bitter?  why? *hug* ****,Neutral
went 2 see the hannah montana movie wiv jodie on friday and it was WELL GOOD but i feel nasty for laughing at the lil girl that cryed LOL,Neutral
http://twitpic.com/67s14 - Saw a family of five get out of this motor home and into laundromat to clean clothes and bedding,Neutral
 LOL Me too. Going out at 12am isn`t as easy as it used to be,Negative
 Quite a few. Peacocks and Oceanographer`s Choice are my new favorites to play,Positive
 yeahhh! u`ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!,Positive
 I`m having lunch already  ur a lil late buddy!,Neutral
ugh! nothing to do in the valley  Seriously gotta move out of here!!!,Negative
"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",Neutral
 will do,Neutral
 that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,Neutral
 Sorry JJ i missed that post  I`ll make sure do so next time.,Neutral
"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn`t help its hot outside 2",Negative
wow the last hour of twittering that I`ve been doing has yet to be sent over to twitter..  guys bare w me...,Negative
"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",Neutral
 will do hun. Yes yes.,Neutral
"_leigh Thank you,!  Just trying to stay in a Positive head space to keep pushing through it all. How`s things at your end?",Positive
Exam is commmmmiinnnnnggggggg !,Neutral
"Enjoyed this week off work, back next week",Positive
 I`m come and try to find you and be your fan too,Positive
 hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,Positive
Feeling very tierd! too much college work!!!!!!,Negative
mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,Positive
 oh no  say it aint so,Negative
 i hope he does ; join  and you`ll find one,Neutral
thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.,Positive
"  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",Positive
"  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!",Neutral
 well piss on that. I can`t get into their site @ work nor does it come thru on my phone.,Negative
http://twitpic.com/670ar - this is post guitar hero **** kicking,Negative
 i dont like #kde since ver. 4.0 its like vista  #fail,Negative
Just woke up. Making breakfast,Neutral
http://twitpic.com/67fue - My formerly pretty car,Neutral
Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I`m breastfeeding so no booze for me :/ Ugh!!,Neutral
"I need some motivation in my life, oh and some love would be nice too",Positive
 welcome,Positive
"I can`t wait to start my weekend. I`m so sick of working, I have to self-medicate, and I`m fresh out of herb",Negative
_Itx no credits for me unfortunately!,Negative
" It`s ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",Negative
 I so know what you mean,Neutral
cookies are good,Positive
" He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.",Positive
"_griffiths There was a good atmos. I decided to stay til closing, very funny!",Positive
  supporting superfly all the way,Positive
" I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you`re back",Positive
Why don`t you make me feel like you used to,Negative
" how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much",Neutral
 im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,Neutral
on my tea break  cant wait to drive home tonite!!,Neutral
is watching Mock the Week and is slowing cooking,Neutral
 unfortunately I didn`t leave the house in time,Negative
Is twubbing again,Neutral
when da heck will the garage man get here I ask you.. WHEN..,Negative
O.k i feel like i need to cry now  i can`t believe that in less than 2 years ill be walking across the stage to get a High School diploma!,Neutral
Just got a Ipod touch  Downloading apps for it now.,Neutral
"Hey, hey, happy mother`s day!  http://plurk.com/p/svwii",Positive
 - ****. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA,Neutral
_alfradique No fun   Well hopefully you don`t have much more to go...,Positive
Night all!! i`m trying to get to bed early for once...well as early as 1:40 can be for a normal person...,Neutral
mothers day...love you madre   chels tonight. cant wait for her to see her present!,Positive
Conference call with HP.  They gave me an invalid pass code so I can`t attend,Negative
" it`s 3:37 am, i am going to sleep now. but i be back up in 4 hours...lol. good night",Neutral
"What are some good places to eat in Los Angeles, want to try something different today",Neutral
 FUZE was giving away capes at Komen`s Race for the Cure today! And I`d always love a hug from you hun!,Positive
I`m suppose to get up to go find sumthin to wear tomorrow but I can`t get up,Neutral
my 3yo just woke and groggily walked over to my office.  Is now sleeping in my lap,Neutral
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,Negative
